ZPPG id,Longitude,Latitude,Shortitude,Deltitude,Strange Smell?,Air Tastes Like,Feng Shui of Surrounding Area,Weird Sounds,Local Value of Pi,Murphy's Constant,ZPPG Performance
5934,-145.009,60.334,19.657,50.14,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1368,2.06,30.65%
5935,-171.586,-15.052,53.138,-76.624,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1268,3.38,18.92%
5936,31.213,26.562,-44.132,54.155,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1705,4.15,7.49%
5937,31.011,72.643,46.852,-42.388,Somewhat,Apples,Adequate,['Eerie Silence'],3.149,5.66,16.04%
5938,91.53,56.948,11.464,-38.702,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1301,3.95,19.60%
5939,-61.205,48.271,-24.54,-28.006,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1608,3.33,19.15%
5940,155.183,-27.473,9.719,24.696,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.138,5.86,2.34%
5941,72.167,-58.206,-44.031,8.504,Somewhat,Mint,Adequate,['Eerie Silence'],3.1175,2.55,53.17%
5942,102,63.58,-69.001,32.173,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1067,3.77,14.24%
5943,-167.24,56.009,27.883,53.44,Somewhat,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.155,3.35,23.60%
5944,46.331,-56.055,-67.778,-32.368,No,Apples,Disharmonious,['Unnatural Buzzing'],3.1343,5.91,7.57%
5945,49.928,-45.314,-38.231,-42.702,Somewhat,Nothing In Particular,Adequate,['Unearthly Squelching'],3.1511,0.81,22.21%
5946,157.148,63.925,-1.891,-43.785,Somewhat,Apples,Adequate,['Eerie Silence'],3.1252,4.49,25.88%
5947,145.227,-26.62,81.547,-31.106,Somewhat,Nothing In Particular,Adequate,['Impossible Humming'],3.1487,4.13,3.90%
5948,171.394,4.082,44.776,52.501,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1703,3.59,9.45%
5949,-10.464,58.39,26.301,31.831,No,Mint,Disharmonious,['Eerie Silence'],3.1086,4.63,31.37%
5950,-146.055,-39.543,-39.534,18.87,No,Apples,Adequate,['Eerie Silence'],3.1205,5.23,19.34%
5951,20.503,76.507,-13.867,49.366,No,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1281,5.43,13.78%
5952,110.678,20.969,-3.457,-18.242,Somewhat,Apples,Adequate,['Impossible Humming'],3.14,4.01,5.66%
5953,-115.072,-5.815,-61.841,29.736,EXTREMELY,Burning,Exceptional,['Otherworldly Skittering'],3.168,5.38,16.90%
5954,116.34,-15.24,-62.402,65.292,No,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1456,4.84,11.25%
5955,76.286,-27.01,12.01,62.034,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1518,3.88,15.42%
5956,137.026,-51.01,14.328,-69.165,No,Mint,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1319,1.55,11.95%
5957,26.85,2.764,-16.803,-14.983,No,Burning,Adequate,['Unnatural Buzzing'],3.1334,4.34,30.01%
5958,58.11,67.169,-14.648,-40.282,No,Nothing In Particular,Disharmonious,['Impossible Humming'],3.1622,2.74,9.33%
5959,-5.927,-56.015,60.994,-3.652,No,Apples,Adequate,['Unnatural Buzzing'],3.1161,2.94,33.97%
5960,-55.989,-29.333,-55.18,61.912,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.116,0.76,16.38%
5961,-31.033,55.481,-73.547,-30.993,Somewhat,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1476,2.27,15.87%
5962,-162.441,-48.292,50.357,-50.072,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1369,4.62,17.41%
5963,159.832,-49.937,34.07,29.761,Somewhat,Mint,Adequate,['Eerie Silence'],3.1461,5.95,10.94%
5964,99.18,-28.913,-44.219,-15.572,No,Apples,Adequate,['Otherworldly Skittering'],3.1644,4.86,21.87%
5965,77.613,50.868,-40.834,80.26,Somewhat,Apples,Adequate,['Unearthly Squelching'],3.1365,3.21,22.96%
5966,22.152,9.633,51.51,38.66,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1058,4.41,13.67%
5967,-8.022,-50.138,-72.021,43.714,No,Mint,Disharmonious,['Unnatural Buzzing'],3.1286,4.57,32.46%
5968,156.853,79.076,-50.459,-28.58,No,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1612,2.65,3.05%
5969,157.578,-39.612,25.765,24.763,Somewhat,Apples,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1686,4.81,9.81%
5970,103.212,-20.005,41.052,-51.28,Somewhat,Apples,Adequate,['Eerie Silence'],3.1445,3.33,30.23%
5971,126.82,-75.423,-34.397,-84.236,Somewhat,Mint,Adequate,['Eerie Silence'],3.1532,5.08,35.49%
5972,161.991,42.938,7.401,40.957,Somewhat,Apples,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1354,3.9,10.88%
5973,-157.154,23.264,-17.091,60.155,Somewhat,Burning,Adequate,['Impossible Humming'],3.1405,4.97,4.71%
5974,-23.189,23.321,-8.24,-19.593,Somewhat,Mint,Adequate,['Eerie Silence'],3.1404,5.72,11.01%
5975,83.866,-36.114,-50.81,-22.291,No,Copper,Disharmonious,['Unearthly Squelching'],3.1498,2.43,40.23%
5976,136.084,36.047,58.94,29.47,Somewhat,Apples,Adequate,['Eerie Silence'],3.1336,4.52,28.59%
5977,-53.683,-43.332,39.505,-28.92,Somewhat,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1439,3.94,22.75%
5978,-162.684,-51.52,-34.099,-22.293,Somewhat,Mint,Adequate,['Eerie Silence'],3.1442,5.39,23.92%
5979,-173.721,-60.748,42.015,42.968,Somewhat,Mint,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1397,2.3,4.31%
5980,35.821,27.766,-27.465,0.636,Somewhat,Burning,Adequate,['Eerie Silence'],3.1462,4.1,37.86%
5981,-30.854,-39.973,39.861,45.356,No,Nothing In Particular,Exceptional,['Otherworldly Skittering'],3.1075,1.96,29.94%
5982,12.111,-12.25,15.696,-68.692,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1266,2.76,28.82%
5983,0.143,-24.341,-24.327,-24.215,No,Mint,Adequate,['Otherworldly Skittering'],3.1214,3.83,34.97%
5984,80.538,-62.666,-59.943,4.326,Somewhat,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1198,3.5,8.02%
5985,139.186,30.756,-20.173,45.127,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1137,5,4.98%
5986,8.008,-49.044,21.452,29.213,Somewhat,Nothing In Particular,Adequate,['Unearthly Squelching'],3.1523,4.21,14.80%
5987,109.962,41.945,-21.114,39.86,No,Mint,Adequate,['Eerie Silence'],3.146,3.48,85.41%
5988,-15.715,-39.087,-9.564,-42.931,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1326,2.84,57.49%
5989,50.921,49.058,-5.714,-70.465,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1311,4.3,31.37%
5990,-76.099,-69.7,-72.103,16.353,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1156,2.4,35.21%
5991,-110.489,-58.097,-65.977,-11.185,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.109,4.77,21.47%
5992,73.769,-38.526,50.756,-39.9,No,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering', 'Impossible Humming']",3.1467,3.4,7.21%
5993,23.228,30.222,75.666,51.363,No,Apples,Adequate,['Otherworldly Skittering'],3.1554,3.61,35.63%
5994,-38.784,-26.613,22.451,33.665,Somewhat,Nothing In Particular,Disharmonious,['Impossible Humming'],3.1512,4.28,3.26%
5995,-33.082,-20.876,26.557,-49.811,No,Mint,Adequate,['Unnatural Buzzing'],3.1365,5.63,11.49%
5996,-160.537,-27.204,-40.528,-43.39,No,Mint,Disharmonious,['Unearthly Squelching'],3.1296,5.62,5.43%
5997,-66.391,47.121,26.8,61.384,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1495,2.54,46.43%
5998,75.085,40.832,-35.041,-26.548,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1629,4.48,29.61%
5999,153.906,-46.576,-42.105,26.799,No,Mint,Adequate,['Eerie Silence'],3.1203,4.16,48.93%
6000,140.203,-47.708,35.232,34.091,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1276,6,4.10%
6001,15.526,-25.038,-71.128,49.299,EXTREMELY,Apples,Disharmonious,['Eerie Silence'],3.1434,3.9,27.92%
6002,176.208,10.965,-23.507,61.902,Somewhat,Copper,Adequate,['Unnatural Buzzing'],3.1477,3.59,24.12%
6003,6.242,-75.346,27.369,-38.579,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1452,4.66,32.20%
6004,163.894,21.674,67.561,62.488,No,Apples,Disharmonious,['Eerie Silence'],3.1399,4.81,17.74%
6005,-0.888,45.557,54.42,-75.463,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1151,4.51,12.70%
6006,12.575,-27.968,-63.364,-6.732,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1169,1.89,17.44%
6007,-179.977,49.209,29.82,36.415,No,Mint,Adequate,['Eerie Silence'],3.1141,4.91,31.02%
6008,-96.261,47.039,-6.794,28.972,No,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1541,2.51,30.14%
6009,-140.431,55.88,18.894,-74.05,EXTREMELY,Burning,Adequate,['Unnatural Buzzing'],3.1667,2.79,49.70%
6010,10.789,-81.815,79.774,70.658,Somewhat,Nothing In Particular,Exceptional,['Unnatural Buzzing'],3.1484,5.13,14.90%
6011,-22.022,-26.841,73.598,12.541,No,Mint,Disharmonious,['Unnatural Buzzing'],3.1159,4.93,13.45%
6012,-79.584,39.951,-66.227,-50.645,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1325,4.06,20.18%
6013,100.784,-36.824,-31.759,-82.812,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1514,0.31,55.68%
6014,-161.083,19.791,54.969,-22.66,No,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1495,1.48,10.49%
6015,96.227,-58.447,33.771,47.738,No,Apples,Disharmonious,['Eerie Silence'],3.1347,3.11,49.19%
6016,16.758,16.138,2.747,-56.832,No,Apples,Adequate,['Unnatural Buzzing'],3.1376,2.52,30.49%
6017,125.327,-30.543,45.38,-58.258,No,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1485,4.89,14.44%
6018,51.192,14.651,-39.234,50.99,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1189,5.53,9.88%
6019,-159.915,-12.219,-69.204,38.571,Somewhat,Mint,Adequate,['Eerie Silence'],3.1456,4.57,25.02%
6020,141.773,-11.597,31.257,-49.976,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1573,5.33,8.95%
6021,173.61,-45.675,35.305,-21.979,Somewhat,Mint,Adequate,['Eerie Silence'],3.1267,3.29,46.61%
6022,-163.223,41.289,-71.216,-62.938,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1417,4,30.96%
6023,70.475,-70.6,-33.851,-34.045,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1088,0.17,25.99%
6024,132.136,-44.767,-12.042,20.187,Somewhat,Mint,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1318,2.1,24.52%
6025,61.5,39.876,-20.045,-45.147,Somewhat,Apples,Disharmonious,['Impossible Humming'],3.1113,2.28,7.06%
6026,-93.531,53.008,-58.922,-63.914,EXTREMELY,Mint,Disharmonious,['Eerie Silence'],3.1522,3.2,60.49%
6027,5.904,42.815,39.413,40.542,Somewhat,Burning,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1573,4.01,18.51%
6028,-7.1,-27.499,19.615,-46.693,Somewhat,Burning,Disharmonious,['Unnatural Buzzing'],3.1053,2.9,16.58%
6029,-110.929,-36.461,-23.378,21.405,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1162,4.01,24.49%
6030,-58.866,-26.614,-15.185,-38.697,EXTREMELY,Mint,Disharmonious,['Unnatural Buzzing'],3.1339,4.71,17.21%
6031,-62.389,56.922,-77.323,49.323,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1502,4.75,16.13%
6032,116.836,-22.121,-68.599,51.347,No,Apples,Adequate,['Unnatural Buzzing'],3.1636,4.67,18.54%
6033,115.181,38.67,-59.924,27.87,Somewhat,Apples,Exceptional,"['Unnatural Buzzing', 'Impossible Humming']",3.1234,3.68,6.24%
6034,80.198,-10.788,-17.519,-51.124,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1493,1.93,42.21%
6035,11.295,-7.95,15.468,26.909,Somewhat,Burning,Adequate,['Unnatural Buzzing'],3.1347,5.88,6.27%
6036,97.31,48.055,47.712,-38.586,Somewhat,Mint,Adequate,['Eerie Silence'],3.1528,3.54,63.64%
6037,31.705,-41.756,33.798,-50.045,Somewhat,Mint,Disharmonious,"['Otherworldly Skittering', 'Impossible Humming']",3.1238,1.28,11.64%
6038,26.61,43.825,22.084,-31.81,Somewhat,Mint,Adequate,['Eerie Silence'],3.1624,3.38,61.96%
6039,156.5,-35.836,-48.966,40.256,Somewhat,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1459,3.24,8.42%
6040,5.284,-56.985,-75.696,30.025,Somewhat,Mint,Adequate,['Eerie Silence'],3.13,5.15,29.82%
6041,48.953,28.68,-70.528,49.458,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1202,3.36,9.25%
6042,162.942,-7.056,45.716,58.147,EXTREMELY,Mint,Adequate,['Eerie Silence'],3.118,3.22,31.93%
6043,140.55,-31.358,-63.095,-50.319,Somewhat,Copper,Adequate,['Unnatural Buzzing'],3.112,2.95,18.04%
6044,-102.657,-51.787,51.422,8.732,No,Mint,Disharmonious,['Eerie Silence'],3.1378,3.66,51.53%
6045,-84.774,45.483,8.873,-32.47,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1453,5.08,20.77%
6046,-91.019,-29.288,-25.684,-50.015,Somewhat,Nothing In Particular,Disharmonious,['Eerie Silence'],3.159,1.24,16.91%
6047,-16.384,-24.323,43.516,30.84,Somewhat,Burning,Adequate,['Otherworldly Skittering'],3.1561,5.3,18.70%
6048,41.295,-28.804,16.308,42.887,Somewhat,Copper,Adequate,['Unnatural Buzzing'],3.1382,4.96,16.43%
6049,-14.446,-61.24,45.683,30.127,No,Mint,Adequate,['Eerie Silence'],3.1299,4.43,53.15%
6050,-39.572,-28.187,55.498,-14.135,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1274,3.38,24.89%
6051,148.632,-26.563,-62.781,59.877,EXTREMELY,Apples,Adequate,['Otherworldly Skittering'],3.1463,3.55,32.09%
6052,148.699,-11.111,-40.683,-23.725,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1454,4.37,22.09%
6053,-12.398,-64.333,59.606,-31.214,Somewhat,Nothing In Particular,Disharmonious,['Impossible Humming'],3.162,4.48,4.45%
6054,-174.713,-37.908,39.32,42.766,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1502,2.44,41.28%
6055,62.188,20.469,-74.873,-43.8,No,Burning,Exceptional,['Otherworldly Skittering'],3.1702,4.21,41.27%
6056,-120.951,-69.182,-35.626,23.685,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1516,4.08,45.63%
6057,79.899,50.194,59.286,-35.539,Somewhat,Burning,Disharmonious,['Eerie Silence'],3.1253,4.23,37.26%
6058,-154.881,54.22,-25.812,13.397,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1448,4.88,18.03%
6059,-53.112,-65.951,34.152,47.546,No,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1525,1.06,45.01%
6060,-163.871,36.363,-45.079,-65.889,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1672,3.4,15.56%
6061,-10.791,44.315,33.776,44.338,Somewhat,Burning,Adequate,['Impossible Humming'],3.1345,4.52,10.25%
6062,-46.032,-11.163,-29.273,45.834,Somewhat,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1291,4.94,8.29%
6063,-144.084,54.829,47.484,19.387,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1206,4.21,17.57%
6064,-69.127,-30.594,27.538,-53.899,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.149,0.64,41.94%
6065,161.87,-23.42,7.775,-37.904,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1647,5.05,11.74%
6066,119.823,-58.348,18.711,44.566,Somewhat,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1628,5.32,5.84%
6067,-105.393,44.503,-74.464,-67.545,No,Mint,Adequate,['Eerie Silence'],3.1355,5.3,30.46%
6068,-96.153,-60.162,5.215,57.948,Somewhat,Copper,Adequate,['Unnatural Buzzing'],3.1276,2.87,32.62%
6069,145.026,-34.481,-33.913,7.869,Somewhat,Burning,Adequate,['Otherworldly Skittering'],3.1733,2.27,34.40%
6070,-40.444,-56.071,78.27,-35.054,EXTREMELY,Mint,Disharmonious,['Otherworldly Skittering'],3.1352,3.96,46.43%
6071,-61.644,23.991,45.108,39.493,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1465,5.85,3.89%
6072,70.761,-37.336,-41.669,15.736,Somewhat,Apples,Disharmonious,['Otherworldly Skittering'],3.1317,3.05,36.17%
6073,-27.993,20.228,8.134,-47.467,No,Mint,Adequate,['Impossible Humming'],3.1219,3.12,9.30%
6074,77.966,52.832,33.546,-48.244,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1503,3.71,16.84%
6075,-43.409,55.841,-57.216,33.592,Somewhat,Apples,Disharmonious,['Eerie Silence'],3.1667,3.81,29.74%
6076,103.496,-46.001,51.31,44.28,Somewhat,Nothing In Particular,Adequate,['Unearthly Squelching'],3.144,2.03,18.87%
6077,-16.132,-28.161,36.097,-35.306,No,Apples,Adequate,['Otherworldly Skittering'],3.1222,2.12,31.62%
6078,-37.887,-47.73,33.435,49.849,Somewhat,Copper,Adequate,['Otherworldly Skittering'],3.1074,4.27,26.35%
6079,-96.555,25.86,-20.691,-43.266,No,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1268,4.5,6.86%
6080,-78.868,-44.833,-19.481,-51.436,Somewhat,Mint,Adequate,['Unearthly Squelching'],3.1061,4.8,11.05%
6081,82.798,-38.161,40.506,-26.808,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1175,2.66,28.36%
6082,-23.06,23.688,42.208,26.4,Somewhat,Burning,Adequate,['Eerie Silence'],3.1619,4.39,29.37%
6083,-3.261,-31.025,-59.488,37.798,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1381,4.89,9.32%
6084,58.9,-14.277,44.359,-30.009,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1288,2.91,27.92%
6085,42.655,-32.938,24.027,-16.057,No,Copper,Adequate,['Unearthly Squelching'],3.1514,3.77,25.01%
6086,-150.226,27.419,6.351,12.668,No,Apples,Disharmonious,['Unearthly Squelching'],3.1608,4.37,10.14%
6087,-135.353,-18.287,66.176,-22.231,No,Burning,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1506,5.15,4.33%
6088,19.321,-57.683,18.733,-29.26,Somewhat,Mint,Adequate,['Eerie Silence'],3.1447,4.83,43.22%
6089,-43.269,45.368,-55.944,-33.549,No,Mint,Adequate,['Unnatural Buzzing'],3.1499,2.51,69.51%
6090,25.381,41.992,-19.433,-20.89,Somewhat,Apples,Adequate,['Eerie Silence'],3.1145,4.27,27.05%
6091,168.796,2.862,44.003,-29.514,Somewhat,Copper,Adequate,['Impossible Humming'],3.1165,3.75,5.02%
6092,-136.636,-30.301,26.346,-27.11,No,Mint,Adequate,['Eerie Silence'],3.1152,4.59,22.04%
6093,-132.894,-69.028,22.844,5.212,No,Nothing In Particular,Exceptional,['Unnatural Buzzing'],3.1397,3.3,28.09%
6094,-26.115,-25.923,33.33,-17.998,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1552,3.01,30.61%
6095,-109.367,32.636,12.892,-51.472,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1532,3.53,24.73%
6096,116.774,-26.518,-38.232,41.927,Somewhat,Mint,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.172,5.17,6.98%
6097,81.863,-55.885,-61.597,-17.874,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1235,5.15,14.61%
6098,117.166,-9.957,38.536,31.015,No,Mint,Adequate,['Eerie Silence'],3.1243,4.72,27.91%
6099,-47.754,-26.201,-16.887,35.466,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1537,5.33,10.97%
6100,57.979,42.752,20.461,-24.461,No,Mint,Adequate,['Unnatural Buzzing'],3.1631,2.09,69.66%
6101,-143.916,-48.877,13.338,31.39,Somewhat,Mint,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1281,1.4,8.98%
6102,-95.723,31.832,12.981,22.043,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1676,3.67,26.75%
6103,-44.744,-61.097,12.316,34.109,EXTREMELY,Nothing In Particular,Adequate,['Eerie Silence'],3.1462,5.95,7.41%
6104,156.063,-7.474,49.833,25.588,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1264,4.56,4.15%
6105,-96.939,26.202,-49.194,45.856,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1688,2.23,31.18%
6106,-108.842,40.65,17.437,-58.437,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1726,4.94,17.75%
6107,-143.075,30.249,62.078,-45.193,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1364,4.11,13.01%
6108,77.184,61.031,-8.873,45.894,Somewhat,Burning,Adequate,['Unnatural Buzzing'],3.1512,2.39,61.52%
6109,84.278,-50.772,-37.653,-12.125,No,Mint,Adequate,['Unnatural Buzzing'],3.1165,2.91,49.33%
6110,99.718,56.004,-52.91,44.652,No,Copper,Adequate,['Unnatural Buzzing'],3.1033,4.59,24.39%
6111,44.833,40.5,-45.393,45.496,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.165,4.03,18.67%
6112,-171.496,7.127,-56.897,-60.201,No,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering', 'Impossible Humming']",3.1409,4.41,2.76%
6113,-10.534,-34.692,20.871,50.668,No,Mint,Adequate,['Otherworldly Skittering'],3.1351,5.32,21.31%
6114,-134.662,10.371,-39.457,25.246,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1336,5.6,7.65%
6115,-42.144,-73.755,-12.424,22.127,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1516,5.15,18.26%
6116,-161.725,15.975,30.533,25.729,Somewhat,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1528,3.44,5.65%
6117,41.738,11.385,40.069,50.171,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1464,5.79,7.89%
6118,15.33,-48.68,-39.922,64.67,No,Nothing In Particular,Adequate,['Unearthly Squelching'],3.1509,4.23,19.97%
6119,99.618,51.023,-40.648,-24.393,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1341,1.9,30.91%
6120,-170.505,-33.013,-54.886,17.097,Somewhat,Apples,Adequate,['Eerie Silence'],3.1312,5.41,9.39%
6121,-177.661,24.052,26.369,-37.631,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.145,2.29,37.69%
6122,-37.543,24.882,-50.345,-32.907,No,Burning,Adequate,['Otherworldly Skittering'],3.1528,4.12,43.83%
6123,-76.323,42.824,49.341,-10.743,No,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1462,3.63,22.79%
6124,54.709,51.316,-54.12,-30.364,Somewhat,Mint,Adequate,['Eerie Silence'],3.1363,2.76,67.12%
6125,-39.712,49.911,-7.822,39.13,Somewhat,Apples,Disharmonious,['Eerie Silence'],3.1175,3.64,25.54%
6126,-168.035,-48.721,27.129,23.563,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1252,5.03,9.99%
6127,14.863,62.359,11.059,-44.443,No,Copper,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.175,2.33,28.98%
6128,-50.188,-67.544,41.38,-45.905,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.127,1.62,41.54%
6129,85.91,74.1,56.854,54.704,Somewhat,Mint,Adequate,['Impossible Humming'],3.1663,4.87,8.33%
6130,-15.089,62.276,45.619,56.51,Somewhat,Mint,Exceptional,['Otherworldly Skittering'],3.1329,1.38,63.60%
6131,105.045,26.416,72.106,-21.081,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1743,4.29,17.86%
6132,-147.446,-27.449,-55.459,55.362,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1248,3.24,22.65%
6133,-147.924,-13.343,26.416,-23.268,Somewhat,Burning,Disharmonious,['Unnatural Buzzing'],3.1094,2.14,15.55%
6134,104.007,-15.461,12.49,45.99,Somewhat,Mint,Adequate,['Eerie Silence'],3.1556,1.71,46.83%
6135,72.194,42.322,42.39,-39.212,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1622,4.56,23.08%
6136,155.289,-60.626,21.708,-62.926,No,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1273,4.06,24.47%
6137,15.278,-22.863,71.406,13.349,No,Mint,Adequate,['Unnatural Buzzing'],3.1372,5.59,12.93%
6138,-123.846,14.939,-44.751,-56.143,No,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1445,4.03,14.20%
6139,-77.017,-50.598,-21.259,23.406,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1337,4.03,27.10%
6140,-82.179,57.9,-69.163,19.079,Somewhat,Mint,Exceptional,['Unnatural Buzzing'],3.1105,2.32,31.41%
6141,-10.59,29.613,-30.043,-37.81,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1329,4.98,15.48%
6142,-36.097,6.122,-33.449,63.485,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1192,5.99,1.80%
6143,-22.346,8.867,-46.761,73.975,Somewhat,Apples,Disharmonious,['Impossible Humming'],3.1273,4.4,3.52%
6144,-46.296,73.112,17.361,-38.538,Somewhat,Mint,Adequate,['Eerie Silence'],3.1221,3.07,47.39%
6145,-21.665,-34.681,39.606,-55.934,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1228,2.64,24.49%
6146,-74.522,-32.394,-15.725,-30.105,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1386,3.73,8.49%
6147,10.759,-4.48,28.443,2.04,No,Burning,Disharmonious,"['Unearthly Squelching', 'Impossible Humming']",3.1476,4.59,4.13%
